Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
BCIMCR 1.747 07/24/30,BNS 1.4 11/01/27,44.2050,0.5622,52.6885,27.6485,-8.4835,16.5565,62.5000,46.1142,Pension,Bail In,NR,A,CAD,CAD,BCIMCR,BNS,FIXED,FIXED,4.1-5.1,2.1-3.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
ARXCN 3.465 03/10/31,BCECN 4.05 03/17/51,-49.1428,0.5618,-27.6938,-77.2719,-21.4489,28.1291,63.2937,-46.7223,Oil & Gas,Cable/Telco,NR,BBB,CAD,CAD,ARXCN,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
ALACN 2.166 03/16/27,CNQCN 2 1/2 01/17/28,-4.3809,0.5615,6.2838,-22.6768,-10.6647,18.2959,66.0714,-3.3831,Midstream,Oil & Gas,BBB-,BBB,CAD,CAD,ALACN,CNQCN,FIXED,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ALACN 2.166 03/16/27,CRRUCN 2.686 03/31/28,-32.8514,0.5612,-26.6170,-44.6883,-6.2344,11.8368,63.2937,-31.3544,Midstream,REIT,BBB-,NR,CAD,CAD,ALACN,CRRUCN,FIXED,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,95.0000,,,SCM,,3000000.0000,,97.0000,
BNCN 3 1/2 03/30/51,BNS 1.4 11/01/27,90.9208,0.5611,113.1263,56.6437,-22.2056,34.2770,58.1349,84.7055,Asset Manager,Bail In,A-,A,USD,CAD,BNCN,BNS,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
ALCTRA 1.751 02/11/31,CRRUCN 2.686 03/31/28,-48.9653,-0.5586,-26.8436,-65.2144,-22.1217,16.2491,39.4841,-50.1406,Utility,REIT,A-,NR,CAD,CAD,ALCTRA,CRRUCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,95.0000,,,SCM,,3000000.0000,,97.0000,
AERQUE 2.936 05/31/31,ARXCN 3.465 03/10/31,-9.1080,-0.5585,41.6362,-27.7268,-50.7442,18.6188,54.9603,-8.8457,Other,Oil & Gas,nan,NR,CAD,CAD,AERQUE,ARXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,
BCECN 1.65 08/16/27,BCECN 3.65 03/17/51,-73.2877,0.5584,-58.4213,-90.2214,-14.8665,16.9336,71.2302,-67.2179,Cable/Telco,Cable/Telco,BBB,BBB,CAD,USD,BCECN,BCECN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
BAC 1.734 07/22/27,CM 2.01 07/21/30,30.3264,0.5581,66.7695,-0.5736,-36.4432,30.9000,65.2778,6.8657,Financial Maples,NVCC Sub Debt,A,BBB+,USD,CAD,BAC,CM,VARIABLE,VARIABLE,1-2.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
AERMON 3.441 04/26/51,ARXCN 3.465 03/10/31,-6.6484,0.5557,-0.8572,-29.9128,-5.7913,23.2644,57.7381,-6.7763,Airport,Oil & Gas,A+,NR,CAD,CAD,AERMON,ARXCN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,
AQNCN 2.85 07/15/31,BNS 2.15 08/01/31,-74.1061,0.5545,-42.3087,-129.7957,-31.7974,55.6896,71.6270,-61.3129,Power Gen/Renewable,Bail In,NR,A,CAD,USD,AQNCN,BNS,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 2.087 06/14/29,BCECN 1.65 08/16/27,28.1659,-0.5519,65.0727,15.0309,-36.9068,13.1349,32.7381,32.1200,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,30.0000,,,NBF,,5000000.0000,,38.7000,
BAC 1.978 09/15/27,CPXCN 3.147 10/01/32,-77.5802,0.5498,-67.9384,-105.2486,-9.6418,27.6684,65.6746,-78.3191,Financial Maples,Power Gen/Renewable,A,BBB-,CAD,CAD,BAC,CPXCN,VARIABLE,FIXED,2.1-3.1,7.1-10.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
AQNCN 2.85 07/15/31,CCOCN 2.95 10/21/27,-72.0797,0.5481,-44.4808,-116.4564,-27.5989,44.3767,71.2302,-55.5270,Power Gen/Renewable,Other,NR,BBB-,CAD,CAD,AQNCN,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAC 2.598 04/04/29,CCOCN 2.95 10/21/27,4.2103,0.5481,12.7692,-14.2964,-8.5588,18.5067,64.0873,-2.1479,Financial Maples,Other,A,BBB-,CAD,CAD,BAC,CCOCN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAC 2.598 04/04/29,BNS 2.15 08/01/31,2.1839,0.5479,15.3288,-25.6292,-13.1450,27.8131,74.4048,-7.9338,Financial Maples,Bail In,A,A,CAD,USD,BAC,BNS,VARIABLE,FIXED,3.1-4.1,5.1-7.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,,,,,,,,,
ALACN 2.477 11/30/30,CRRUCN 2.686 03/31/28,-0.6363,-0.5457,21.5482,-7.4218,-22.1844,6.7855,32.7381,-0.2009,Midstream,REIT,BBB-,NR,CAD,CAD,ALACN,CRRUCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC Float 09/15/27,BMO 4.3 11/26/2080,-100.9536,-0.5444,114.3482,-285.0374,-215.3018,184.0838,32.7381,-185.2267,Financial FRN,Financial Hybrid,A,BBB-,CAD,CAD,BAC,BMO,FLOATING,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 1.197 10/24/26,BCECN 3 03/17/31,-57.3245,-0.5433,12.4177,-72.5572,-69.7422,15.2327,31.9444,-78.5179,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
AQNCN 2.85 07/15/31,BRPCN 5 1/8 06/15/29,-418.5710,-0.5421,-310.3933,-497.5615,-108.1777,78.9905,39.4841,-402.9718,Power Gen/Renewable,Other,NR,B+,CAD,CAD,AQNCN,BRPCN,FIXED,FIXED,5.1-7.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 1.65 08/16/27,CNQCN 2 1/2 01/17/28,-32.2264,0.5418,-21.7320,-56.8822,-10.4944,24.6557,65.6746,-30.3095,Cable/Telco,Oil & Gas,BBB,BBB,CAD,CAD,BCECN,CNQCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ALACN 2.075 05/30/28,CPXCN 3.147 10/01/32,-60.7145,0.5418,-49.4483,-88.9716,-11.2662,28.2571,68.8492,-61.5406,Midstream,Power Gen/Renewable,BBB-,BBB-,CAD,CAD,ALACN,CPXCN,FIXED,FIXED,2.1-3.1,7.1-10.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
ALACN 2.075 05/30/28,BMO 0.949 01/22/27,24.9388,0.5409,49.6837,0.5292,-24.7449,24.4096,72.4206,48.6949,Midstream,Bail In,BBB-,A,CAD,USD,ALACN,BMO,FIXED,VARIABLE,2.1-3.1,1-2.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
AQNCN 2.85 07/15/31,BMO 0.949 01/22/27,-61.6251,0.5346,-28.4817,-119.4289,-33.1434,57.8038,77.1825,-20.5808,Power Gen/Renewable,Bail In,NR,A,CAD,USD,AQNCN,BMO,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AERMON 3.441 04/26/51,BMO 0.949 01/22/27,57.1028,0.5322,71.7623,18.0116,-14.6595,39.0912,64.8810,79.7934,Airport,Bail In,A+,A,CAD,USD,AERMON,BMO,FIXED,VARIABLE,>25.1,1-2.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,,,,,,,,,
BAC 2.598 04/04/29,BNCN 3 1/2 03/30/51,-49.4093,-0.5314,-20.1453,-69.0309,-29.2640,19.6216,34.7222,-46.4660,Financial Maples,Asset Manager,A,A-,CAD,USD,BAC,BNCN,VARIABLE,FIXED,3.1-4.1,>25.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,,,,,,,,,
ALACN 2.075 05/30/28,ALCTRA 1.751 02/11/31,25.3509,0.5306,41.2914,5.7764,-15.9404,19.5745,66.0714,28.1803,Midstream,Utility,BBB-,A-,CAD,CAD,ALACN,ALCTRA,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,
AERQUE 2.936 05/31/31,BAC 1.197 10/24/26,62.1797,-0.5295,117.2098,0.1938,-55.0301,61.9859,37.5000,83.3365,Other,Financial Maples,nan,A,CAD,USD,AERQUE,BAC,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.197 10/24/26,BAC 1.658 03/11/27,-3.3476,0.5282,24.8502,-34.7681,-28.1978,31.4205,78.7698,-2.3705,Financial Maples,Financial Maples,A,A,USD,USD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 2.2 05/29/28,BNCN 2.724 04/15/31,-26.8886,-0.5278,5.9823,-60.4099,-32.8710,33.5212,30.7540,-21.4294,Cable/Telco,Asset Manager,BBB,A-,CAD,USD,BCECN,BNCN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,,,,,,,,,
BCECN 2.2 05/29/28,BCECN 4.05 03/17/51,-113.8467,0.5247,-100.3950,-129.1834,-13.4518,15.3367,67.2619,-103.7167,Cable/Telco,Cable/Telco,BBB,BBB,CAD,CAD,BCECN,BCECN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,51.0000,,,CIBC,,3000000.0000,,49.0000,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
BCECN 3 03/17/31,CPXCN 3.147 10/01/32,-35.8653,0.5236,-22.6861,-68.4388,-13.1792,32.5735,61.3095,-37.3302,Cable/Telco,Power Gen/Renewable,BBB,BBB-,CAD,CAD,BCECN,CPXCN,FIXED,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
ALACN 2.075 05/30/28,BNCN 3 1/2 03/30/51,-39.1354,-0.5219,-9.0977,-54.9012,-30.0377,15.7658,32.7381,-30.5693,Midstream,Asset Manager,BBB-,A-,CAD,USD,ALACN,BNCN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
BNS 1.4 11/01/27,CRRUCN 2.686 03/31/28,-75.3997,-0.5207,-55.4867,-88.6202,-19.9130,13.2205,41.8651,-76.0965,Bail In,REIT,A,NR,CAD,CAD,BNS,CRRUCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,95.0000,,,SCM,,3000000.0000,,97.0000,
BIP 2.855 09/01/32,CRRUCN 2.686 03/31/28,15.9283,-0.5173,31.6339,0.7378,-15.7056,15.1905,24.0079,19.4016,Infastructure,REIT,BBB+,NR,CAD,CAD,BIP,CRRUCN,FIXED,FIXED,7.1-10.1,2.1-3.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,95.0000,,,SCM,,3000000.0000,,97.0000,
ARXCN 3.465 03/10/31,BAC 1.658 03/11/27,67.9402,0.5164,84.9871,25.9654,-17.0469,41.9748,64.8810,89.8117,Oil & Gas,Financial Maples,NR,A,CAD,USD,ARXCN,BAC,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BAC 2.087 06/14/29,CM 2.01 07/21/30,39.3282,0.5164,65.1506,8.4798,-25.8224,30.8484,63.2937,38.2076,Financial Maples,NVCC Sub Debt,A,BBB+,USD,CAD,BAC,CM,VARIABLE,VARIABLE,3.1-4.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
AERQUE 2.936 05/31/31,BCECN 2.2 05/29/28,55.5959,-0.5150,98.0026,30.1464,-42.4067,25.4495,49.8016,48.1487,Other,Cable/Telco,nan,BBB,CAD,CAD,AERQUE,BCECN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
AERQUE 2.936 05/31/31,BNS 2.15 08/01/31,42.1622,-0.5146,95.0140,15.4599,-52.8518,26.7023,55.7540,36.9919,Other,Bail In,nan,A,CAD,USD,AERQUE,BNS,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,BRPCN 5 1/8 06/15/29,-268.9532,-0.5144,-199.6209,-332.2044,-69.3324,63.2511,35.5159,-291.0846,Non Financial Maples,Other,BBB+,B+,USD,CAD,ATDBCN,BRPCN,FIXED,FIXED,>25.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.658 03/11/27,BNS 1.4 11/01/27,22.6576,-0.5136,68.5740,7.8473,-45.9164,14.8103,33.5317,2.1993,Financial Maples,Bail In,A,A,USD,CAD,BAC,BNS,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
BMO 0.949 01/22/27,CCDJ 1.992 05/28/31,10.5956,0.5130,29.2169,-24.0645,-18.6213,34.6601,68.0556,-14.3112,Bail In,Non Major Sub Debt,A,A-,USD,CAD,BMO,CCDJ,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE
ATDBCN 3.439 05/13/41,BRPCN 5 1/8 06/15/29,-266.4765,-0.5124,-202.1682,-329.2945,-64.3083,62.8180,33.5317,-267.3937,Non Financial Maples,Other,BBB+,B+,USD,CAD,ATDBCN,BRPCN,FIXED,FIXED,10.1-25.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAMREP 3.33 08/13/50,CRLETN 3.264 07/05/61,20.6502,-0.5121,43.3866,9.8963,-22.7364,10.7539,44.2460,23.5580,Power Gen/Renewable,University,BBB+,NR,CAD,CAD,BAMREP,CRLETN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,,,,,,,,,
BCECN 4.05 03/17/51,CM 2.01 07/21/30,136.2001,-0.5113,167.8523,124.2388,-31.6522,11.9613,26.3889,127.0051,Cable/Telco,NVCC Sub Debt,BBB,BBB+,CAD,CAD,BCECN,CM,FIXED,VARIABLE,>25.1,4.1-5.1,3-5,3-5,1,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BAC 2.087 06/14/29,BMO 0.949 01/22/27,16.0221,0.5083,36.4624,-3.3976,-20.4403,19.4197,73.6111,44.4944,Financial Maples,Bail In,A,A,USD,USD,BAC,BMO,VARIABLE,VARIABLE,3.1-4.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.075 05/30/28,BAC 1.197 10/24/26,32.4753,0.5082,50.3953,-27.1557,-17.9200,59.6310,68.0556,54.3075,Midstream,Financial Maples,BBB-,A,CAD,USD,ALACN,BAC,FIXED,VARIABLE,2.1-3.1,1-2.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
AERQUE 2.936 05/31/31,CCOCN 2.95 10/21/27,44.1887,-0.5075,92.1419,26.5895,-47.9533,17.5992,56.1508,42.7779,Other,Other,nan,BBB-,CAD,CAD,AERQUE,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
ALACN 2.166 03/16/27,BAC 1.734 07/22/27,8.6814,0.5068,26.8728,-29.4125,-18.1913,38.0939,71.2302,26.1483,Midstream,Financial Maples,BBB-,A,CAD,USD,ALACN,BAC,FIXED,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,,,,,,,,,
BAC 1.197 10/24/26,BAC 1.978 09/15/27,-15.6096,-0.5067,60.9612,-31.1404,-76.5708,15.5308,32.7381,-37.5290,Financial Maples,Financial Maples,A,A,USD,CAD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,
AQNCN 2.85 07/15/31,ATDBCN 3.439 05/13/41,-152.0945,-0.5050,-94.9397,-184.6081,-57.1548,32.5135,41.6667,-135.5782,Power Gen/Renewable,Non Financial Maples,NR,BBB+,CAD,USD,AQNCN,ATDBCN,FIXED,FIXED,5.1-7.1,10.1-25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCIMCR 1.747 07/24/30,CIXCN 3.2 12/17/30,-106.0637,0.5050,-75.6014,-149.4717,-30.4624,43.4080,62.8968,-111.9720,Pension,Asset Manager,NR,NR,CAD,USD,BCIMCR,CIXCN,FIXED,FIXED,4.1-5.1,5.1-7.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,,,,,,,,,
AERMON 3.441 04/26/51,ALACN 2.166 03/16/27,41.4011,-0.5048,61.8316,28.9566,-20.4304,12.4445,25.5952,40.4926,Airport,Midstream,A+,BBB-,CAD,CAD,AERMON,ALACN,FIXED,FIXED,>25.1,1-2.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,63.0000,,,NBF,,5000000.0000,,69.0000,
ALCTRA 1.751 02/11/31,CIXCN 4.1 06/15/51,-112.0912,0.5042,-98.8139,-153.5569,-13.2773,41.4657,67.2619,-94.8582,Utility,Asset Manager,A-,NR,CAD,USD,ALCTRA,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
ATDBCN 3.439 05/13/41,BMO 4.3 11/26/2080,-38.5137,0.5033,-20.8657,-239.1346,-17.6480,200.6209,64.8810,-49.6485,Non Financial Maples,Financial Hybrid,BBB+,BBB-,USD,CAD,ATDBCN,BMO,FIXED,VARIABLE,10.1-25.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
AERQUE 2.936 05/31/31,ALTALK 1.509 09/11/30,63.3901,-0.5019,105.0622,44.5896,-41.6722,18.8005,52.1825,65.8126,Other,Utility,nan,A-,CAD,CAD,AERQUE,ALTALK,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,
BAC 1.197 10/24/26,BCECN 3.65 03/17/51,-68.6805,-0.5019,4.0381,-88.5212,-72.7185,19.8408,33.9286,-85.2050,Financial Maples,Cable/Telco,A,BBB,USD,USD,BAC,BCECN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.978 09/15/27,CIXCN 3.2 12/17/30,-115.3490,0.5014,-85.1513,-165.6364,-30.1977,50.2873,56.5476,-120.7285,Financial Maples,Asset Manager,A,NR,CAD,USD,BAC,CIXCN,VARIABLE,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,,,,,,,,,
BAC Float 09/15/27,CM 4 3/8 10/28/2080,-96.6615,-0.5012,113.6907,-278.5966,-210.3522,181.9351,25.1984,-157.6003,Financial FRN,Financial Hybrid,A,BBB,CAD,CAD,BAC,CM,FLOATING,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
ALACN 2.166 03/16/27,BNCN 2.724 04/15/31,-10.2342,0.4989,4.6598,-43.9044,-14.8940,33.6701,64.4841,-11.7039,Midstream,Asset Manager,BBB-,A-,CAD,USD,ALACN,BNCN,FIXED,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,,,,,,,,,
BCECN 3 03/17/31,CIXCN 3.2 12/17/30,-73.6342,0.4962,-42.3503,-122.5172,-31.2839,48.8831,59.7222,-79.7396,Cable/Telco,Asset Manager,BBB,NR,CAD,USD,BCECN,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,,,,,,,,,
AQNCN 2.85 07/15/31,BAC 1.197 10/24/26,-54.0886,0.4929,-24.1548,-146.0289,-29.9337,91.9403,73.2143,-14.9683,Power Gen/Renewable,Financial Maples,NR,A,CAD,USD,AQNCN,BAC,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AQNCN 2.85 07/15/31,CIXCN 3.2 12/17/30,-185.0473,0.4908,-132.9354,-255.9399,-52.1118,70.8927,73.2143,-173.2258,Power Gen/Renewable,Asset Manager,NR,NR,CAD,USD,AQNCN,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
AQNCN 2.85 07/15/31,BAC 2.598 04/04/29,-76.2900,0.4900,-53.9687,-110.1970,-22.3213,33.9070,72.4206,-53.3791,Power Gen/Renewable,Financial Maples,NR,A,CAD,CAD,AQNCN,BAC,FIXED,VARIABLE,5.1-7.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,
BCIMCR 1.747 07/24/30,BNCN 3 1/2 03/30/51,-46.7158,-0.4899,-20.6737,-65.3983,-26.0421,18.6826,38.2937,-38.5912,Pension,Asset Manager,NR,A-,CAD,USD,BCIMCR,BNCN,FIXED,FIXED,4.1-5.1,>25.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,,,,,,,,,
AQNCN 2.85 07/15/31,ATDBCN 3 5/8 05/13/51,-149.6178,-0.4888,-91.1227,-183.3168,-58.4951,33.6990,38.0952,-111.8872,Power Gen/Renewable,Non Financial Maples,NR,BBB+,CAD,USD,AQNCN,ATDBCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BNCN 3 1/2 03/30/51,CRRUCN 2.686 03/31/28,15.5211,0.4876,33.3325,-5.8135,-17.8114,21.3345,71.6270,8.6090,Asset Manager,REIT,A-,NR,USD,CAD,BNCN,CRRUCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC 1.197 10/24/26,BCIMCR 1.747 07/24/30,-24.8950,-0.4857,36.9651,-40.1652,-61.8601,15.2703,38.6905,-46.2855,Financial Maples,Pension,A,NR,USD,CAD,BAC,BCIMCR,VARIABLE,FIXED,1-2.1,4.1-5.1,3-5,3-5,0,,,,,,,,,,66.0000,,,NBF,,5000000.0000,,66.0000,
