Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
NWRWPT 2.8 06/01/31,77.0,72.0,5000000.0,5000000.0,-7.0,-8.0,-7.0,-7.0,-62.0,-62.0,0.0,0.0,0.0,0.0,74.0,68.0,6.0,TD,RBC,5000000.0,5000000.0,663307AQ9,77.0,
GEICN 5 1/4 12/22/2080,267.0,253.0,2000000.0,2000000.0,-7.0,-11.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,267.0,253.0,14.0,CIBC,CIBC,2000000.0,2000000.0,374825AJ6,264.0,
COCAPS 8 7/8 05/02/33,374.0,346.0,0.0,0.0,-7.0,12.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,,,,,,,,190330AN0,372.0,
KEYCN 6 7/8 06/13/2079,259.0,245.0,2000000.0,2000000.0,-7.0,-9.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,259.0,245.0,14.0,CIBC,CIBC,2000000.0,2000000.0,493271AC4,257.0,
BAMREP 5.373 09/10/55,240.0,229.0,2000000.0,2000000.0,-7.0,1.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,235.0,229.0,6.0,BMO,NBF,2000000.0,2000000.0,112910AC8,242.26,
RY 6.698 PERP,338.0,312.0,1000000.0,1000000.0,-7.0,-3.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,316.2,303.1,13.099999999999966,RBC,RBC,5000000.0,5000000.0,7800866S8,336.42,
PKICN 6 06/23/28,327.0,-323.0,5000.0,5000.0,-7.0,6.0,-7.0,-7.0,50.0,50.0,0.0,0.0,0.0,0.0,-323.97,-1615.48,1291.51,CIBC,CIBC,3000000.0,2000000.0,70137WAB4,331.92,
NWRWPT 2.8 06/01/27,57.0,52.0,5000000.0,2000000.0,-7.0,-6.0,-7.0,-7.0,-46.0,-46.0,0.0,0.0,0.0,0.0,53.0,52.0,1.0,RBC,BMO,5000000.0,2000000.0,663307AL0,59.0,
EQBCN 8 10/31/2084,428.0,400.0,1000000.0,0.0,-7.0,-11.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,415.0,,,TD,,2000000.0,,26886RAB0,426.61,
BMO 7.373 PERP,248.0,227.0,3000000.0,1000000.0,-7.0,-10.0,-7.0,-7.0,-148.0,-148.0,0.0,0.0,0.0,0.0,235.0,214.0,21.0,RBC,RBC,3000000.0,3000000.0,06368D4E1,243.09,AXE
GM 5.1 07/14/28,120.0,115.0,5000000.0,1000000.0,-7.0,-17.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,119.0,114.0,5.0,TD,TD,5000000.0,5000000.0,37045YAM6,116.0,
BNP 2.538 07/13/29,88.0,81.0,2000000.0,0.0,-7.0,-9.0,-7.0,-7.0,-94.0,-94.0,0.0,0.0,0.0,0.0,88.0,,,CIBC,,2000000.0,,BQ4211257,89.52,
ALACN 8.9 11/10/2083,227.0,211.0,2000000.0,2000000.0,-7.0,-16.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,227.0,211.0,16.0,CIBC,CIBC,2000000.0,2000000.0,021361AC4,225.0,
ATSCN 6 1/2 08/21/32,353.0,336.0,2000000.0,2000000.0,-7.0,4.0,-7.0,-7.0,,,0.0,0.0,0.0,0.0,322.0,302.16,19.839999999999975,CIBC,BMO,2000000.0,2000000.0,00217YAA2,353.38,
RY 6.698 PERP,316.2,303.1,5000000.0,5000000.0,-6.800000000000011,-4.800000000000011,-6.800000000000011,-6.800000000000011,,,0.0,0.0,0.0,0.0,316.2,303.1,13.099999999999966,RBC,RBC,5000000.0,5000000.0,7800866S8,316.89,
RCICN 5 12/17/2081,212.0,204.83,10000000.0,2000000.0,-6.539999999999992,-2.8600000000000136,-6.539999999999992,-6.539999999999992,,,0.0,-3000000.0,0.0,-3000000.0,211.0,197.0,14.0,BMO,BMO,5000000.0,5000000.0,775109BR1,212.0,
ATHCN 6 3/4 08/09/29,307.74,281.44,2000000.0,2000000.0,-6.300000000000011,11.03000000000003,-6.300000000000011,-6.300000000000011,,,0.0,0.0,0.0,0.0,307.74,281.44,26.30000000000001,BMO,BMO,2000000.0,2000000.0,04682RAG2,314.0,
HVYMTL 7 1/4 02/26/30,509.34,489.46,1000000.0,1000000.0,-6.230000000000075,11.92999999999995,-6.230000000000075,-6.230000000000075,,,0.0,0.0,0.0,0.0,,,,,,,,90207MAB9,510.0,
SGYCN 8 1/2 09/05/29,553.9,526.69,2000000.0,2000000.0,-6.220000000000027,-1.080000000000041,-6.220000000000027,-6.220000000000027,,,0.0,0.0,0.0,0.0,553.9,526.69,27.209999999999923,BMO,BMO,2000000.0,2000000.0,86880YAE9,563.0,
CM 7.337 PERP,317.5,287.91,1000000.0,1000000.0,-6.1299999999999955,3.4499999999999886,-6.1299999999999955,-6.1299999999999955,,,0.0,0.0,0.0,0.0,289.0,275.0,14.0,RBC,RBC,5000000.0,5000000.0,13607L2Q5,317.31,
EQBCN 8 10/31/2084,426.88,406.57,1000000.0,0.0,-6.1200000000000045,4.1299999999999955,-6.1200000000000045,-6.1200000000000045,,,0.0,0.0,0.0,0.0,415.0,,,TD,,2000000.0,,26886RAB0,426.19,
CM 6.369 04/28/2085,342.62,324.21,2000000.0,1000000.0,-6.110000000000014,-1.25,-6.110000000000014,-6.110000000000014,,,0.0,0.0,0.0,0.0,335.0,323.0,12.0,RBC,RBC,5000000.0,2000000.0,13607PB29,341.71,
IAGCN 6.921 09/30/2084,346.79,326.37,1000000.0,0.0,-6.099999999999966,4.390000000000043,-6.099999999999966,-6.099999999999966,,,0.0,0.0,0.0,0.0,324.0,311.0,13.0,RBC,RBC,5000000.0,2000000.0,45075EAF1,346.82,
RY 6.698 PERP,346.53,320.03,1000000.0,0.0,-6.090000000000032,4.519999999999982,-6.090000000000032,-6.090000000000032,,,0.0,0.0,0.0,0.0,316.2,303.1,13.099999999999966,RBC,RBC,5000000.0,5000000.0,7800866S8,345.27,
CM 6.987 07/28/2084,348.29,327.12,1000000.0,1000000.0,-6.079999999999984,4.230000000000018,-6.079999999999984,-6.079999999999984,,,0.0,0.0,0.0,0.0,333.0,315.0,18.0,RBC,SCM,2000000.0,2000000.0,13607PCM4,345.97,
CM 6.369 PERP,339.76,315.15,2000000.0,0.0,-6.060000000000002,-1.2100000000000364,-6.060000000000002,-6.060000000000002,,,0.0,0.0,0.0,0.0,329.0,,,RBC,,5000000.0,,13607PB86,338.85,
RY 7.408 PERP,302.21,271.9,1000000.0,1000000.0,-6.020000000000039,3.5399999999999636,-6.020000000000039,-6.020000000000039,,,0.0,0.0,0.0,0.0,273.0,,,RBC,,3000000.0,,780086X66,298.22,
RCICN 5 12/17/2081,223.35,208.99,2000000.0,2000000.0,-6.02000000000001,-5.740000000000009,-6.02000000000001,-6.02000000000001,,,0.0,0.0,0.0,0.0,211.0,197.0,14.0,BMO,BMO,5000000.0,5000000.0,775109BR1,223.14,
CM 6.369 04/28/2085,335.0,324.0,3000000.0,2000000.0,-6.0,-2.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,335.0,323.0,12.0,RBC,RBC,5000000.0,2000000.0,13607PB29,333.91,AXE
TD 7.232 PERP,228.0,205.0,1000000.0,1000000.0,-6.0,-16.0,-6.0,-6.0,-162.0,-162.0,0.0,0.0,0.0,0.0,223.0,202.0,21.0,BMO,NBF,3000000.0,2000000.0,89117GHH3,229.2,
BNS 3.7 07/27/2081,1253.0,1150.0,1000000.0,1000000.0,-6.0,43.0,-6.0,-6.0,-37.0,-37.0,0.0,0.0,0.0,0.0,1200.0,1156.0,44.0,BMO,RBC,2000000.0,3000000.0,06415FRB0,1252.8,
GM 4.45 02/25/30,135.0,130.0,5000000.0,5000000.0,-6.0,-20.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,135.0,130.0,5.0,BMO,BMO,5000000.0,5000000.0,37045YAN4,136.0,
ALACN 7.35 08/17/2082,226.0,189.0,2000000.0,1000000.0,-6.0,-13.0,-6.0,-6.0,-195.0,-195.0,0.0,0.0,0.0,0.0,210.0,186.0,24.0,CIBC,CIBC,2000000.0,2000000.0,021361AB6,226.57,
CM 4 3/8 10/28/2080,203.0,188.0,5000000.0,5000000.0,-6.0,-4.0,-6.0,-6.0,-165.0,-165.0,0.0,0.0,0.0,0.0,184.31,101.23,83.08,CIBC,CIBC,3000000.0,3000000.0,13607HCD2,194.79,
BCECN 5 5/8 03/27/55,267.0,262.0,3000000.0,5000000.0,-6.0,4.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,263.9,259.9,4.0,TD,TD,5000000.0,3000000.0,078149DY4,269.11,
TERANE 6.1 06/17/41,220.0,210.0,2000000.0,0.0,-6.0,-9.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,205.0,,,RBC,,3000000.0,,880789AN2,230.6,AXE
CM 7.365 PERP,234.0,211.0,3000000.0,1000000.0,-6.0,-10.0,-6.0,-6.0,-168.0,-168.0,0.0,0.0,0.0,0.0,234.0,213.0,21.0,TD,RBC,3000000.0,2000000.0,13607H8Z8,229.09,AXE
ENBPIP 2.82 05/12/31,92.0,87.0,5000000.0,0.0,-6.0,-9.0,-6.0,-6.0,-59.0,-59.0,0.0,0.0,0.0,0.0,88.0,,,NBF,,5000000.0,,29250ZAZ1,87.0,
NWRWPT 4.85 06/01/34,97.0,92.0,5000000.0,2000000.0,-6.0,-5.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,97.0,92.0,5.0,BMO,BMO,5000000.0,2000000.0,663307AS5,99.0,
CM 6.987 07/28/2084,335.0,325.0,3000000.0,3000000.0,-6.0,-3.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,333.0,315.0,18.0,RBC,SCM,2000000.0,2000000.0,13607PCM4,331.97,
CCACN 6 1/8 02/27/29,199.0,165.0,2000000.0,2000000.0,-6.0,5.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,191.7,156.7,35.0,BMO,BMO,2000000.0,2000000.0,19239CAC0,198.79,
ALACN 8.9 11/10/2083,254.0,235.0,2000000.0,2000000.0,-6.0,-10.0,-6.0,-6.0,-201.0,-201.0,0.0,0.0,0.0,0.0,227.0,211.0,16.0,CIBC,CIBC,2000000.0,2000000.0,021361AC4,252.26,
IPLCN 6 5/8 11/19/2079,340.0,317.0,2000000.0,1000000.0,-6.0,4.0,-6.0,-6.0,-126.0,-126.0,0.0,0.0,0.0,0.0,317.0,304.0,13.0,CIBC,CIBC,2000000.0,2000000.0,45833VAB5,333.94,
ATDBCN 4.603 01/25/29,86.0,81.0,5000000.0,5000000.0,-6.0,-7.0,-6.0,-6.0,,,0.0,3000000.0,0.0,3000000.0,86.0,81.0,5.0,RBC,RBC,5000000.0,5000000.0,01626PAT3,82.87,AXE
IGMCN 4.56 01/25/47,129.0,124.0,2000000.0,0.0,-6.0,-7.0,-6.0,-6.0,-55.0,-55.0,0.0,0.0,0.0,0.0,124.0,,,RBC,,5000000.0,,449586AD8,133.0,
IGMCN 4.115 12/09/47,129.0,124.0,2000000.0,0.0,-6.0,-7.0,-6.0,-6.0,-54.0,-54.0,0.0,0.0,0.0,0.0,122.0,,,TD,,3000000.0,,449586AE6,132.0,
IGMCN 4.174 07/13/48,129.0,124.0,3000000.0,0.0,-6.0,-7.0,-6.0,-6.0,-54.0,-54.0,0.0,0.0,0.0,0.0,122.0,,,TD,,3000000.0,,449586AF3,131.0,
IPLCN 6 7/8 03/26/2079,328.0,302.0,2000000.0,1000000.0,-6.0,3.0,-6.0,-6.0,-137.0,-137.0,0.0,0.0,0.0,0.0,312.0,297.0,15.0,CIBC,CIBC,2000000.0,2000000.0,45833VAA7,327.9,
GEICN 8.7 07/12/2083,256.0,235.0,2000000.0,1000000.0,-6.0,0.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,248.0,231.0,17.0,CIBC,CIBC,2000000.0,2000000.0,374825AK3,257.92,
IGMCN 4.206 03/21/50,129.0,124.0,3000000.0,0.0,-6.0,-7.0,-6.0,-6.0,-47.0,-47.0,0.0,0.0,0.0,0.0,122.0,,,TD,,3000000.0,,449586AH9,129.0,
IGMCN 5.426 05/26/53,130.0,125.0,3000000.0,0.0,-6.0,-7.0,-6.0,-6.0,-40.0,-40.0,0.0,0.0,0.0,0.0,122.0,,,TD,,5000000.0,,449586AK2,129.0,
IPLCN 6 3/4 12/12/54,360.0,345.0,3000000.0,2000000.0,-6.0,7.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,342.0,331.0,11.0,CIBC,CIBC,2000000.0,2000000.0,45833VAK5,358.07,
PPLCN 5.95 06/06/55,250.0,243.0,1000000.0,1000000.0,-6.0,-4.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,256.0,250.0,6.0,BMO,BMO,2000000.0,2000000.0,706327AL7,248.0,
ATHCN 6 3/4 08/09/29,309.0,287.0,2000000.0,2000000.0,-6.0,16.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,307.74,281.44,26.30000000000001,BMO,BMO,2000000.0,2000000.0,04682RAG2,309.08,
ACACN 4 5/8 08/15/29,198.0,181.0,2000000.0,2000000.0,-6.0,-9.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,198.0,181.0,17.0,CIBC,NBF,2000000.0,2000000.0,008911BL2,193.54,
PKICN 3 7/8 06/16/26,139.0,128.0,10000.0,5000.0,-6.0,2.0,-6.0,-6.0,-92.0,-92.0,0.0,0.0,0.0,0.0,137.15,-361.1,498.25,BMO,BMO,5000000.0,2000000.0,70137WAJ7,138.67,
SLFCN 3.6 06/30/2081,1290.0,1168.0,1000000.0,0.0,-6.0,66.0,-6.0,-6.0,179.0,179.0,0.0,0.0,0.0,0.0,,,,,,,,866796AF2,1289.57,
MGCN 4.8 05/30/29,110.0,105.0,2000.0,1000.0,-6.0,-3.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,110.0,105.0,5.0,NBF,NBF,5000000.0,5000000.0,559222BB9,107.0,
BAMREP 5.45 03/12/55,274.0,257.0,2000000.0,2000000.0,-6.0,3.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,268.0,255.0,13.0,RBC,RBC,2000000.0,2000000.0,112910AB0,276.39,
NACN 4.3 11/15/2080,207.0,188.0,2000000.0,5000000.0,-6.0,-1.0,-6.0,-6.0,-193.0,-193.0,0.0,0.0,0.0,0.0,192.0,140.0,52.0,NBF,NBF,2000000.0,2000000.0,63306AGL4,203.12,
CM 6.987 07/28/2084,331.0,316.0,1000000.0,1000000.0,-6.0,-1.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,333.0,315.0,18.0,RBC,SCM,2000000.0,2000000.0,13607PCM4,337.05,
TD 3.6 10/31/2081,988.0,938.0,2000000.0,3000000.0,-6.0,42.0,-6.0,-6.0,-126.0,-126.0,0.0,0.0,0.0,0.0,901.0,907.0,-6.0,SCM,BMO,2000000.0,5000000.0,89117FM63,988.02,
SPBCN 4 1/4 05/18/28,229.0,200.0,3000000.0,1000000.0,-6.0,3.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,229.0,205.13,23.870000000000005,NBF,BMO,3000000.0,2000000.0,86828QAJ0,226.51,
RY 3.65 11/24/2081,993.0,924.0,1000000.0,1000000.0,-6.0,33.0,-6.0,-6.0,-114.0,-114.0,0.0,0.0,0.0,0.0,974.0,940.0,34.0,BMO,RBC,2000000.0,3000000.0,780086TQ7,991.95,
CM 6.369 PERP,334.0,314.0,1000000.0,0.0,-6.0,-1.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,329.0,,,RBC,,5000000.0,,13607PB86,332.57,
GM 5.2 02/09/28,105.0,100.0,5000000.0,2000000.0,-6.0,-23.0,-6.0,-6.0,-52.0,-52.0,0.0,0.0,0.0,0.0,105.0,100.0,5.0,BMO,BMO,5000000.0,2000000.0,37045YAK0,102.0,
DIS 3.057 03/30/27,50.0,45.0,5000000.0,2000000.0,-6.0,-6.0,-6.0,-6.0,,,2000000.0,-1000000.0,2000000.0,-1000000.0,49.0,45.0,4.0,CIBC,CIBC,5000000.0,5000000.0,254687FU5,50.0,
KEYCN 6 7/8 06/13/2079,270.0,253.0,3000000.0,1000000.0,-6.0,-3.0,-6.0,-6.0,-186.0,-186.0,0.0,0.0,0.0,0.0,259.0,245.0,14.0,CIBC,CIBC,2000000.0,2000000.0,493271AC4,268.32,
MGCN 4.95 01/31/31,120.0,115.0,2000.0,1000.0,-6.0,-3.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,120.0,,,NBF,,5000000.0,,559222AW4,121.0,
PPLCN 5.95 06/06/55,257.0,250.0,3000000.0,1000000.0,-6.0,2.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,256.0,250.0,6.0,BMO,BMO,2000000.0,2000000.0,706327AL7,255.5,
IAGCN 6.435 PERP,336.0,328.0,2000000.0,2000000.0,-6.0,1.0,-6.0,-6.0,,,0.0,0.0,0.0,0.0,332.0,327.0,5.0,RBC,TD,3000000.0,3000000.0,45075EAH7,334.67,
AVELIV 5.109 05/12/30,227.0,220.0,5000000.0,0.0,-6.0,-8.0,-6.0,-6.0,,,3000000.0,0.0,3000000.0,0.0,227.0,,,RBC,,5000000.0,,05358VAA6,225.0,AXE
TD 5 3/4 PERP,372.0,336.0,1000000.0,2000000.0,-6.0,-6.0,-6.0,-6.0,-357.0,-357.0,0.0,0.0,0.0,0.0,350.0,333.0,17.0,RBC,RBC,3000000.0,3000000.0,89117F4G1,364.18,
TD 5.909 01/31/2085,388.15,368.06,2000000.0,1000000.0,-5.970000000000027,5.579999999999984,-5.970000000000027,-5.970000000000027,,,0.0,0.0,0.0,0.0,379.0,361.0,18.0,NBF,NBF,2000000.0,2000000.0,89116CVK0,385.21,
IAGCN 6.435 PERP,337.99,329.17,2000000.0,0.0,-5.949999999999989,-1.170000000000016,-5.949999999999989,-5.949999999999989,,,0.0,0.0,0.0,0.0,332.0,327.0,5.0,RBC,TD,3000000.0,3000000.0,45075EAH7,337.24,
RCICN 5 12/17/2081,214.3,208.0,3000000.0,3000000.0,-5.799999999999983,-0.8999999999999773,-5.799999999999983,-5.799999999999983,,,0.0,0.0,0.0,0.0,211.0,197.0,14.0,BMO,BMO,5000000.0,5000000.0,775109BR1,214.0,
MFCCN 7.117 06/19/2082,243.22,201.98,1000000.0,1000000.0,-5.3799999999999955,0.3400000000000034,-5.3799999999999955,-5.3799999999999955,-148.25000000000003,-148.25000000000003,0.0,0.0,0.0,0.0,225.0,,,RBC,,5000000.0,,56501RAP1,241.83,
BNS 7.023 07/27/2082,248.56,209.08,5000000.0,2000000.0,-5.340000000000003,0.9000000000000057,-5.340000000000003,-5.340000000000003,-175.68,-175.68,0.0,0.0,0.0,0.0,237.0,195.0,42.0,NBF,NBF,2000000.0,2000000.0,06415GMJ6,246.63,
CM 7.15 07/28/2082,250.31,211.23,5000000.0,2000000.0,-5.340000000000003,0.8900000000000148,-5.340000000000003,-5.340000000000003,-173.05,-173.05,0.0,0.0,0.0,0.0,234.0,211.23,22.77000000000001,RBC,CIBC,3000000.0,2000000.0,13607H3D2,248.36,
CM 7.365 PERP,260.33,213.97,1000000.0,1000000.0,-5.330000000000041,2.079999999999984,-5.330000000000041,-5.330000000000041,-142.77000000000004,-142.77000000000004,0.0,0.0,0.0,0.0,234.0,213.0,21.0,TD,RBC,3000000.0,2000000.0,13607H8Z8,258.32,
NACN 7 1/2 11/16/2082,236.2,202.33,2000000.0,1000000.0,-5.320000000000022,-3.930000000000007,-5.320000000000022,-5.320000000000022,-183.47000000000003,-183.47000000000003,0.0,0.0,0.0,0.0,231.0,216.0,15.0,NBF,TD,3000000.0,2000000.0,63306AHJ8,235.29,
TRPCN 3.3 07/17/25,39.05,29.28,10000000.0,10671000.0,-5.32,0.8999999999999986,-5.32,-5.32,,,0.0,0.0,0.0,0.0,35.0,29.28,5.719999999999999,NBF,SCM,10000000.0,10671000.0,89353ZBY3,39.05,AXE
TD 7.283 10/31/2082,256.23,222.72,5000000.0,1000000.0,-5.319999999999993,1.2300000000000182,-5.319999999999993,-5.319999999999993,-146.78999999999996,-146.78999999999996,0.0,0.0,0.0,0.0,232.0,196.0,36.0,RBC,NBF,5000000.0,2000000.0,89117GLM7,251.14,
TD 7.232 PERP,256.89,212.23,1000000.0,1000000.0,-5.310000000000002,1.3099999999999739,-5.310000000000002,-5.310000000000002,-141.03000000000003,-141.03000000000003,0.0,0.0,0.0,0.0,223.0,202.0,21.0,BMO,NBF,3000000.0,2000000.0,89117GHH3,251.8,
BMO 7.373 PERP,259.81,216.45,1000000.0,1000000.0,-5.310000000000002,1.2099999999999795,-5.310000000000002,-5.310000000000002,-137.3,-137.3,0.0,0.0,0.0,0.0,235.0,214.0,21.0,RBC,RBC,3000000.0,3000000.0,06368D4E1,254.19,
IAGCN 6.611 06/30/2082,251.53,210.64,1000000.0,0.0,-5.289999999999992,1.789999999999992,-5.289999999999992,-5.289999999999992,-135.4,-135.4,0.0,0.0,0.0,0.0,228.0,180.0,48.0,RBC,NBF,3000000.0,2000000.0,45075EAD6,249.97,
BMO 7.325 11/26/2082,240.38,207.93,5000000.0,1000000.0,-5.289999999999992,2.1599999999999966,-5.289999999999992,-5.289999999999992,-157.51999999999998,-157.51999999999998,0.0,0.0,0.0,0.0,235.0,219.0,16.0,BMO,BMO,5000000.0,2000000.0,06368D8W7,238.65,
IFCCN 7.338 06/30/2083,301.76,274.21,1000000.0,1000000.0,-5.180000000000007,3.4599999999999795,-5.180000000000007,-5.180000000000007,-85.24000000000001,-85.24000000000001,0.0,0.0,0.0,0.0,249.0,,,RBC,,2000000.0,,45823TAM8,299.07,
NACN 4.3 11/15/2080,194.14,123.5,3000000.0,0.0,-5.150000000000006,7.319999999999993,-5.150000000000006,-5.150000000000006,-227.43,-227.43,0.0,0.0,0.0,0.0,192.0,140.0,52.0,NBF,NBF,2000000.0,2000000.0,63306AGL4,193.76,
FCRCN 4.323 07/31/25,49.18,39.18,5000000.0,10500000.0,-5.109999999999999,,-5.109999999999999,-5.109999999999999,,,0.0,0.0,0.0,0.0,49.18,39.18,10.0,SCM,SCM,5000000.0,10500000.0,31943BBW9,49.18,AXE
SPBCN 4 1/4 05/18/28,233.72,205.13,2000000.0,2000000.0,-5.0800000000000125,-11.039999999999992,-5.0800000000000125,-5.0800000000000125,,,0.0,0.0,0.0,0.0,229.0,205.13,23.870000000000005,NBF,BMO,3000000.0,2000000.0,86828QAJ0,232.0,
BMO 5 5/8 05/26/2082,231.98,174.48,5000000.0,1000000.0,-5.050000000000011,3.75,-5.050000000000011,-5.050000000000011,-159.25000000000003,-159.25000000000003,0.0,0.0,0.0,0.0,220.0,203.0,17.0,BMO,RBC,5000000.0,2000000.0,06368DA87,231.97,
RY 4 1/2 11/24/2080,178.05,145.49,3000000.0,3000000.0,-5.030000000000001,2.410000000000025,-5.030000000000001,-5.030000000000001,-193.57999999999998,-193.57999999999998,0.0,0.0,0.0,0.0,177.0,145.49,31.50999999999999,NBF,CIBC,5000000.0,3000000.0,780086SH8,178.26,
TERANE 5.754 12/17/40,203.0,193.0,3000000.0,0.0,-5.0,-10.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,203.0,,,RBC,,3000000.0,,880789AC6,215.03,
TD 3.6 10/31/2081,975.0,922.0,3000000.0,3000000.0,-5.0,66.0,-5.0,-5.0,-122.0,-122.0,0.0,0.0,0.0,0.0,901.0,907.0,-6.0,SCM,BMO,2000000.0,5000000.0,89117FM63,975.57,
GTAAIR 2.73 04/03/29,45.0,40.0,2000000.0,0.0,-5.0,-5.0,-5.0,-5.0,-39.0,-39.0,0.0,0.0,0.0,0.0,40.0,33.0,7.0,TD,TD,5000000.0,5000000.0,39191ZBC2,44.04,
NWRWPT 3.7 02/23/43,120.0,116.0,5000000.0,1000000.0,-5.0,-5.0,-5.0,-5.0,-52.0,-52.0,0.0,0.0,0.0,0.0,116.0,111.0,5.0,TD,TD,5000000.0,2000000.0,663307AD8,130.0,
IAGCN 6.611 06/30/2082,228.0,205.0,3000000.0,2000000.0,-5.0,-7.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,228.0,180.0,48.0,RBC,NBF,3000000.0,2000000.0,45075EAD6,230.4,
BIP 5.598 09/01/55,260.0,248.0,2000000.0,1000000.0,-5.0,3.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,260.0,253.0,7.0,NBF,RBC,2000000.0,2000000.0,11276BAB5,259.99,
AERMON 5.472 04/16/40,103.0,95.0,3000000.0,0.0,-5.0,-6.0,-5.0,-5.0,-40.0,-40.0,0.0,0.0,0.0,0.0,103.0,,,RBC,,3000000.0,,007863AG8,117.03,
COCAPS 4.517 10/18/27,120.0,110.0,3000000.0,0.0,-5.0,-8.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,118.0,,,CIBC,,5000000.0,,190330AQ3,119.1,
CM 6.987 07/28/2084,333.0,319.0,2000000.0,2000000.0,-5.0,-4.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,333.0,315.0,18.0,RBC,SCM,2000000.0,2000000.0,13607PCM4,330.83,
GEICN 5 1/4 12/22/2080,282.0,270.0,3000000.0,0.0,-5.0,6.0,-5.0,-5.0,-212.0,-212.0,0.0,0.0,0.0,0.0,267.0,253.0,14.0,CIBC,CIBC,2000000.0,2000000.0,374825AJ6,284.13,
TD 5 3/4 PERP,350.0,333.0,3000000.0,3000000.0,-5.0,-3.0,-5.0,-5.0,-385.0,-385.0,0.0,0.0,0.0,0.0,350.0,333.0,17.0,RBC,RBC,3000000.0,3000000.0,89117F4G1,348.86,
IGMCN 6 12/10/40,122.0,112.0,2000000.0,0.0,-5.0,-6.0,-5.0,-5.0,-71.0,-71.0,0.0,0.0,0.0,0.0,122.0,,,CIBC,,2000000.0,,449586AB2,136.0,
GM 4.45 02/25/30,140.0,135.0,3000000.0,3000000.0,-5.0,,-5.0,-5.0,,,-2000000.0,1000000.0,-2000000.0,1000000.0,135.0,130.0,5.0,BMO,BMO,5000000.0,5000000.0,37045YAN4,141.0,AXE
TD 5.909 01/31/2085,383.0,370.0,2000000.0,2000000.0,-5.0,-3.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,379.0,361.0,18.0,NBF,NBF,2000000.0,2000000.0,89116CVK0,380.33,
GWOCN 3.6 12/31/2081,929.0,886.0,2000000.0,2000000.0,-5.0,51.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,906.0,853.21,52.789999999999964,BMO,CIBC,2000000.0,2000000.0,39138CAL0,929.13,
IAGCN 6.921 09/30/2084,324.0,311.0,5000000.0,2000000.0,-5.0,-8.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,324.0,311.0,13.0,RBC,RBC,5000000.0,2000000.0,45075EAF1,324.18,
IAGCN 6.435 PERP,332.0,323.0,3000000.0,1000000.0,-5.0,-4.0,-5.0,-5.0,,,0.0,0.0,0.0,0.0,332.0,327.0,5.0,RBC,TD,3000000.0,3000000.0,45075EAH7,331.36,
KEYCN 5.95 03/10/2081,288.0,274.0,2000000.0,2000000.0,-5.0,3.0,-5.0,-5.0,-196.0,-196.0,0.0,0.0,0.0,0.0,273.0,262.0,11.0,CIBC,CIBC,2000000.0,2000000.0,493271AD2,287.36,
ALACN 5 1/4 01/11/2082,267.0,257.0,2000000.0,0.0,-5.0,4.0,-5.0,-5.0,-236.0,-236.0,0.0,0.0,0.0,0.0,263.0,248.0,15.0,CIBC,CIBC,2000000.0,2000000.0,021361AA8,267.75,
